state_name,city,"ROUND(AVG(Mean),1)"
Louisiana,Olla,58059
Indiana,Anderson,58048.1
Indiana,Mooresville,58048
Indiana,Nineveh,58043
"New York",Wurtsboro,58043
Idaho,Rupert,58042
Louisiana,Dequincy,58040
Kansas,Wamego,58035
Illinois,Cherry,58032
Alaska,Kiana,58026.3
Nebraska,Callaway,58023
Ohio,Plymouth,58021
Indiana,Sweetser,58019
Pennsylvania,Seneca,58005
Alaska,"Sheldon Point",58004
California,"Grand Terrace",57997.3
"West Virginia",Danville,57995.5
"South Dakota",Canistota,57993
"New Mexico","La Luz",57991
Wisconsin,Milton,57990
"New York",Burt,57984
Indiana,Winamac,57984
Indiana,Lafayette,57982.9
Arkansas,Greenwood,57977.5
Texas,Palestine,57957
Minnesota,Laporte,57956
Kentucky,Owensboro,57953.6
California,"Crescent City",57953
Pennsylvania,Southampton,57953
"New York","Saratoga Springs",57952.5
Michigan,"Center Line",57947
Iowa,Pocahontas,57941
Pennsylvania,Lehighton,57937.8
Oklahoma,Enid,57930.8
Arizona,"Casa Grande",57927.6
Mississippi,Caledonia,57926.5
California,Stockton,57924.5
Pennsylvania,Hanover,57916.2
Indiana,Veedersburg,57910
Washington,"Mount Vernon",57906
"North Carolina",Saluda,57903.5
Louisiana,"Morgan City",57901.3
Alabama,Gardendale,57898.5
Kentucky,Liberty,57897
"New York","South Richmond Hill",57883
Ohio,Sugarcreek,57881
California,Rosamond,57877
Texas,Henderson,57873.7
Kentucky,Ludlow,57867
Illinois,Atkinson,57867
Montana,Bridger,57865
"North Dakota","New Salem",57864
Florida,Milton,57852.2
Texas,Leggett,57852
Nebraska,Tekamah,57847
Texas,"Sierra Blanca",57843
Arkansas,Benton,57830.5
"South Dakota",Huron,57830.5
Arkansas,Rison,57828
Washington,"College Place",57827
Ohio,Chillicothe,57826.9
Michigan,"Battle Creek",57822.2
Kansas,Hutchinson,57819.8
"New York",Arcade,57819
Georgia,Morganton,57816
Texas,Borger,57815
Arizona,Prescott,57813.2
Minnesota,Lamberton,57812
Wyoming,Greybull,57810
"New York",Panama,57800
Delaware,Millsboro,57787.8
Kentucky,"Bowling Green",57780.5
Colorado,Morrison,57771
Texas,Buffalo,57769
Texas,Princeton,57765
Mississippi,Richton,57761
Illinois,"Machesney Park",57757.6
Tennessee,Friendship,57751
Louisiana,Harrisonburg,57747
Utah,Richmond,57732
California,Fresno,57730.1
Texas,Lampasas,57728.5
Pennsylvania,Reading,57724.8
"North Carolina","Mars Hill",57719
Kansas,Hoxie,57710
Wisconsin,Brodhead,57706
Ohio,Marietta,57699.5
Illinois,Collinsville,57693.2
Kentucky,Covington,57689.6
Iowa,"Story City",57686.5
"North Carolina",Lumberton,57678.9
Alabama,Semmes,57671
Pennsylvania,"Grove City",57664
Alabama,"Fort Payne",57662
California,Piru,57660
Texas,Rosebud,57659
Georgia,Athens,57656.6
Texas,Blossom,57650
"New Jersey",Villas,57646.5
Illinois,Staunton,57644
Illinois,Granville,57643
"New York",Edmeston,57638
Texas,Yantis,57636
Nebraska,Shelton,57634
Oregon,Gresham,57625.5
Florida,Tampa,57624.8
Missouri,Independence,57612.2
Georgia,Harlem,57612
Kentucky,Murray,57602.5
Missouri,Willard,57598
Illinois,Princeton,57595.5
California,Redding,57592.9
Ohio,Urbana,57577.7
Alaska,Ketchikan,57572.7
Indiana,Laurel,57570
Pennsylvania,"Lower Burrell",57564
Georgia,Jackson,57564
Arizona,Phoenix,57559.2
Utah,Washington,57558
Oregon,Stanfield,57548.5
Texas,Waller,57546.5
"New York",Oxford,57543
Wisconsin,"Junction City",57534
"New Mexico",Grants,57528
Vermont,Tunbridge,57527
"West Virginia",Thomas,57526
Wisconsin,Coleman,57512
Montana,"Columbia Falls",57510.7
Indiana,Lakeville,57497
Minnesota,Cosmos,57493
Tennessee,Riceville,57489
Florida,"Lady Lake",57486
Michigan,"Brown City",57486
Tennessee,Rickman,57481
California,"Big Bear Lake",57474
Florida,Bokeelia,57473
Virginia,"West Point",57469.5
Utah,Lewiston,57462
Nebraska,Fairbury,57451
Florida,"Lake Wales",57446.8
Pennsylvania,Wyalusing,57441
Missouri,Dixon,57441
"North Carolina",Moncure,57436.5
Ohio,Marion,57435.2
"South Dakota",Waubay,57429
Maryland,Elkton,57425
Indiana,Lynn,57417
"New York",Rochester,57411.4
Louisiana,Gibsland,57408
Oregon,Phoenix,57407
Virginia,Suffolk,57406.1
Alabama,Pensacola,57395
"New York","Lake Luzerne",57392.5
Wyoming,Crowheart,57386
"Rhode Island",Pawtucket,57382.1
Oregon,Eugene,57379.1
Oregon,Nehalem,57374
Michigan,"Eaton Rapids",57368
Montana,Helmville,57367
Pennsylvania,Dalmatia,57366
Ohio,Bladensburg,57366
Georgia,Calhoun,57365.7
"South Dakota",Dupree,57365
Wisconsin,Alma,57353.5
Michigan,"North Branch",57353
Pennsylvania,Indiana,57353
Iowa,Carroll,57346
Tennessee,Brighton,57345
Kentucky,"Mt Washington",57339
Illinois,"Paw Paw",57334
Minnesota,Willmar,57328.2
Minnesota,Ogilvie,57327.5
Arkansas,Harrison,57327
Nebraska,Leigh,57314
Oklahoma,"South Coffeyville",57312
Virginia,Dublin,57310.2
Ohio,Frankfort,57306
Michigan,Grandville,57304
"North Carolina",Rtp,57301
California,"Yuba City",57296.9
Texas,Boyd,57292
"North Carolina",Claremont,57291
Louisiana,Loreauville,57287
"New York","Montour Falls",57284
Illinois,Dixon,57282.5
Iowa,"Eagle Grove",57280.3
Mississippi,Clara,57278.5
Georgia,Gray,57274
Ohio,"Cuyahoga Falls",57269.8
"South Carolina","West Columbia",57267.8
Washington,Waitsburg,57262
Oregon,Corvallis,57260
Kansas,Oskaloosa,57252
Missouri,Iberia,57251
Wisconsin,"South Wayne",57246
Illinois,Coffeen,57243
Louisiana,"New Iberia",57241
Kentucky,Willisburg,57241
Tennessee,Lavergne,57240
Alabama,"Sand Rock",57239
Montana,"Three Forks",57237
"South Carolina",Effingham,57234
Tennessee,Lynnville,57232
Alabama,Millbrook,57221
Texas,Mesquite,57218.4
Washington,Harrington,57217
California,Montclair,57209.7
Ohio,Washington,57205
Missouri,Philadelphia,57204
Pennsylvania,"Rural Valley",57203
Pennsylvania,Steelton,57202.5
Alabama,"Hokes Bluff",57202
Ohio,"Port Clinton",57196
Iowa,Waterloo,57186.2
Colorado,Lafayette,57170
Oregon,Astoria,57163.5
Arkansas,Hazen,57163
Missouri,Delta,57162
Texas,Duncanville,57147.7
Michigan,Sanford,57139.5
"New Hampshire","Ctr. Ossipee",57139
Michigan,"Grand Blanc",57134.5
Illinois,Capron,57132
Virginia,Monroe,57130
Indiana,Madison,57103.3
Minnesota,Lanesboro,57103
"New York",Canajoharie,57101
Oklahoma,Adair,57099.5
California,Lakeport,57078
Arizona,Pomerene,57068.5
Connecticut,Bridgeport,57065.8
Indiana,Ladoga,57055
Oklahoma,Ringwood,57048
Minnesota,"Lester Prairie",57048
Texas,Bronte,57036
Texas,Colmesneil,57034
Minnesota,Gaylord,57033
Oklahoma,Orlando,57027
"North Carolina",Salisbury,57025.2
Louisiana,"Breaux Bridge",57022
Texas,Garland,57019.6
Indiana,Kentland,57019.5
Tennessee,Covington,57017.5
Indiana,Boonville,57012.5
Tennessee,Clarksville,57012.5
"New Mexico",Shiprock,57010
"New York",Warwick,57006.5
Nevada,"Silver Springs",56993
Pennsylvania,Kutztown,56989.5
Ohio,"Cuyahoga Heights",56979
Iowa,Britt,56979
"North Carolina","High Point",56975.5
Louisiana,Schriever,56971.7
Missouri,Hannibal,56971.3
Ohio,Mason,56968.4
"New York",Bridgeport,56966
Ohio,Senecaville,56963
Kentucky,"Dry Ridge",56962
Virginia,Chilhowie,56961
Pennsylvania,Waynesboro,56958.3
"New York",Albany,56957.2
Missouri,Harviell,56951
Alabama,Clayton,56947
California,"San Luis Obispo",56946.2
Iowa,Libertyville,56939
Virginia,Kilmarnock,56929
Massachusetts,Dudley,56924
Arkansas,Marion,56919
Missouri,"Holts Summit",56917
"North Carolina","Mount Ulla",56907
Virginia,Parksley,56899
Florida,Apopka,56894.8
Vermont,Jay,56892
Arizona,Maricopa,56884.5
Florida,"West Palm Beach",56875
Michigan,Petoskey,56867.3
Arkansas,Lamar,56864
Indiana,Hope,56845
Missouri,Manchester,56842
"South Carolina",Waterloo,56840
Illinois,Matherville,56835
Tennessee,Elmwood,56834
Louisiana,Columbia,56825
Oklahoma,Vinita,56822
"North Dakota",Rolla,56818
Pennsylvania,Clymer,56816.5
Kansas,Frankfort,56812
Wyoming,Buffalo,56811
Virginia,Lynchburg,56810.1
Michigan,Mendon,56810
Indiana,Auburn,56803
Kentucky,Carlisle,56798
"New York",Westmoreland,56797
Colorado,Hugo,56797
"New Hampshire",Seabrook,56797
Tennessee,Crossville,56796.4
Georgia,Lavonia,56790.7
Mississippi,"French Camp",56790
Connecticut,"New London",56785.2
Oklahoma,Burneyville,56785
Michigan,"Beaver Island",56784
"New York","Whitney Point",56782
Louisiana,Campti,56780
Alabama,Roanoke,56777
Texas,Robstown,56768
Minnesota,Togo,56767
Illinois,"White Heath",56763
Ohio,Gibsonburg,56751
Missouri,Altenburg,56746
Georgia,Sandersville,56745.7
Alabama,Salem,56743
"North Carolina",Evergreen,56740
Mississippi,Ashland,56738
"North Dakota",Inkster,56726
Pennsylvania,Belleville,56721
Texas,Gary,56709
Ohio,Wintersville,56704
Michigan,"South Haven",56701
California,"Grover Beach",56701
Oklahoma,Tulsa,56695
Pennsylvania,"Cambridge Springs",56692.3
Colorado,"Rocky Ford",56690
"New Jersey",Guttenberg,56683
Ohio,Greenwich,56682
Minnesota,Slayton,56681
"New Mexico",Gallup,56670.5
Missouri,"Climax Springs",56669
Iowa,Delhi,56667
Tennessee,Smithville,56662.7
Iowa,Miles,56661
"New York",Newfane,56659
"Rhode Island",Cumberland,56657.3
Kansas,Hillsboro,56656
Wisconsin,Almena,56654
California,Anderson,56644
Texas,Galveston,56633.6
"New York","South Kortright",56633
Indiana,Akron,56631
"North Carolina",Roper,56624
Illinois,Delavan,56618
"North Carolina","Browns Summit",56615
"North Carolina",Havelock,56609.5
"North Carolina","China Grove",56607
Idaho,Pocatello,56598.8
Texas,Fairfield,56589
Louisiana,Cecilia,56589
"New York",Endicott,56588.3
Missouri,Washington,56586
Texas,Brownfield,56583
Minnesota,"Pelican Rapids",56582.5
Pennsylvania,Windber,56581
Virginia,Salem,56577.7
Georgia,Pelham,56576
Arkansas,Vilonia,56573
Mississippi,Petal,56570.3
Arizona,Picacho,56567
"New Hampshire",Bethlehem,56566
Texas,Sweeny,56566
Washington,Chehalis,56565
Ohio,Lambertville,56555
Pennsylvania,Hollidaysburg,56544
Ohio,South,56537
Wisconsin,"West Salem",56537
"New Jersey",Fairview,56536
Tennessee,Maryville,56525
Wisconsin,Granton,56508
Arkansas,Jacksonville,56503
Illinois,Springfield,56501.5
Minnesota,Paynesville,56499.5
Nevada,Lovelock,56496
Minnesota,Aurora,56496
Maine,Baileyville,56485
Ohio,Tiffin,56484.5
Oklahoma,Sterling,56479
"West Virginia",Baker,56472
Minnesota,Britt,56466
Virginia,Greenville,56464
California,Victorville,56459.7
"North Carolina",Newland,56456
Minnesota,Cloquet,56455
"New Hampshire",Claremont,56451
Florida,Lakeland,56450.8
"New York","Jackson Heights",56443.3
Arkansas,"Greers Ferry",56439
Missouri,Trenton,56438
Minnesota,"Detroit Lakes",56436.3
Louisiana,Marion,56435
Mississippi,Poplarville,56432
Tennessee,"New Market",56431
Ohio,Gallipolis,56429.5
Oklahoma,Fairview,56428.5
Michigan,"Keego Harbor",56428
Florida,"Glen St Mary",56425.5
Nebraska,"Broken Bow",56419
Michigan,Gwinn,56413.5
Michigan,Zeeland,56407
"New York",Mayfield,56407
Massachusetts,Oxford,56404
Kansas,Oberlin,56398
"New Jersey",Garfield,56396.3
Vermont,Burlington,56393
"New York",Phoenicia,56390
Minnesota,Madelia,56385
Idaho,Dayton,56384
Missouri,Puxico,56384
Illinois,Herrin,56381.5
"South Dakota",Parker,56381
Indiana,Whiting,56375.7
Ohio,"Port Washington",56374
Georgia,Tiger,56365
Washington,Connell,56361.5
Ohio,Baltimore,56361
Tennessee,"Fort Campbell",56355
Montana,Shelby,56342.5
Massachusetts,Chicopee,56342
Texas,Bangs,56338
"New York",Nanuet,56338
Mississippi,Ellisville,56337
"North Carolina",Landis,56337
Louisiana,Lutcher,56333
Louisiana,Jonesboro,56329.7
Minnesota,Gibbon,56329
Minnesota,Hinckley,56323
Illinois,"Mount Vernon",56322
Virginia,Norfolk,56313
Virginia,Ringgold,56309
"North Carolina",Durham,56300.3
Texas,Banquete,56300
"North Carolina",Hudson,56298.7
Ohio,Fostoria,56297
Maine,"West Gardiner",56297
Illinois,Marion,56295.7
Missouri,Meadville,56281
"North Carolina",Reidsville,56278.5
Alabama,Montgomery,56275
Pennsylvania,"Ford City",56267
Florida,Kissimmee,56263.5
"New York","Van Etten",56251
Washington,"Spokane Valley",56248.6
Colorado,"Commerce City",56239
Idaho,Pierce,56235.5
Kansas,"Glen Elder",56235
Illinois,"Elmwood Park",56233
Montana,Carter,56228
Kentucky,"La Center",56223
California,"South Gate",56222.4
Illinois,Greenfield,56219
Texas,Sadler,56218
Ohio,"Saint Paris",56216
"North Carolina",Bailey,56209
Indiana,"Bunker Hill",56208.3
Pennsylvania,Verona,56192
Colorado,"New Raymer",56190
Missouri,"Ste Genevieve",56189.3
Kansas,Welda,56189
Missouri,Avilla,56188
Idaho,Culdesac,56184
Iowa,Garnavillo,56183
Montana,Richey,56180
Pennsylvania,Claysville,56177
Mississippi,"Bay St. Louis",56160
Maryland,Greensboro,56160
Tennessee,Finley,56156
Wisconsin,Montello,56154
Tennessee,Gray,56151
California,Lawndale,56150.2
Wisconsin,Seymour,56146.5
"New York","Watkins Glen",56142
Missouri,Harrisonville,56138
California,Dinuba,56137
Tennessee,Algood,56134
Alabama,Winfield,56133
Kansas,Ulysses,56133
"New Jersey",Trenton,56129.8
Indiana,"Michigan City",56124.9
Florida,Ruskin,56119.2
Texas,Post,56118
Ohio,"Mentor On The Lake",56114
Louisiana,Mangham,56112
Texas,Hamlin,56111
Pennsylvania,Ashland,56110
Georgia,Tyrone,56107
Pennsylvania,Smethport,56103
Massachusetts,Lawrence,56096.1
Arkansas,Piggott,56088
Florida,Bunnell,56083
"South Carolina",Conway,56081.8
Louisiana,Erath,56081
Texas,Burkburnett,56073
"South Dakota",Faulkton,56072
Alaska,Nikolaevsk,56071
Minnesota,Zumbrota,56065
Florida,"Citrus Springs",56060
"West Virginia","Alum Creek",56057
Georgia,Duluth,56053.3
Massachusetts,"Vineyard Haven",56044
California,"Oak View",56043
Illinois,Winchester,56042.3
Florida,"Plant City",56040.6
Arizona,Tucson,56039.3
Florida,Perry,56035.3
Oklahoma,Cleveland,56027
Kansas,Eureka,56017
Illinois,Decatur,56016.6
"South Carolina",Anderson,56014.3
Ohio,Wellington,56010
Louisiana,Evans,56009
"New Mexico",Anthony,56005.3
"West Virginia",Colliers,56001
Texas,Alpine,55998
Florida,"Palm Bay",55990.4
Kentucky,"Calvert City",55990
Alabama,Grant,55987
"West Virginia",Volga,55987
Minnesota,Hibbing,55985.7
Michigan,Montrose,55985.5
Utah,Boulder,55983
Pennsylvania,Foxburg,55982.3
Missouri,Waynesville,55969
Oregon,Brookings,55962
Pennsylvania,Johnstown,55961.8
Pennsylvania,"Guys Mills",55953
Alabama,Butler,55952
"New Jersey",Woodlynne,55951
Nevada,"Indian Springs",55938
Georgia,Bethlehem,55936
Missouri,"St Louis",55935.6
Nebraska,Dorchester,55935
Michigan,Ferndale,55932.5
Michigan,"Paw Paw",55928.5
Colorado,Burlington,55927
"New York",Kendall,55926
Illinois,Thawville,55922
Florida,Cocoa,55911.8
"New York",Colton,55909
California,Hesperia,55908.8
Colorado,"Canon City",55907.8
California,Escalon,55907
Ohio,"Saint Clairsville",55903
Arkansas,Gentry,55902
Tennessee,Kingsport,55899.2
Arkansas,"Van Buren",55896
Arizona,Avondale,55891.2
Colorado,Aguilar,55886
Mississippi,Moselle,55870
Michigan,Sparta,55863
Missouri,Cuba,55858
Ohio,"Pleasant Hill",55857
Kansas,"Valley Falls",55853.3
Alabama,Tallassee,55849
Ohio,Springfield,55848.9
Iowa,Manchester,55847.5
Georgia,Lindale,55844.5
California,Calexico,55842.5
Oklahoma,Hobart,55828
Wisconsin,"Alma Center",55828
Massachusetts,"Great Barrington",55825
Pennsylvania,"East Millsboro",55822
Ohio,Charm,55812
"North Carolina","Elm City",55806
"South Dakota",Colton,55805
Minnesota,Fairfax,55800
Colorado,Wiggins,55795
Alaska,Selawik,55786
"New York",Cheektowaga,55782.9
Illinois,"Carbon Cliff",55782
Vermont,Bennington,55777
Kansas,Auburn,55776
Georgia,Thunderbolt,55772
"New Jersey",Glendora,55767
"North Carolina",Norwood,55763
Ohio,Covington,55761.5
Alabama,Cleveland,55756
"New Jersey","East Orange",55748.2
Kansas,Syracuse,55744
Ohio,Cambridge,55740.7
Massachusetts,Malden,55729.7
"New York","Glens Falls",55727
Illinois,Burnham,55726
Pennsylvania,"Pleasant Gap",55723
"West Virginia",Belington,55720.5
Michigan,Pittsford,55720
Ohio,"Mc Donald",55720
Ohio,Bryan,55715
Oklahoma,Kingston,55712
Illinois,Canton,55711.7
Pennsylvania,"Forty Fort",55708
Montana,Billings,55707.9
Mississippi,Guntown,55703.5
Arkansas,Dermott,55695
Virginia,Meadowview,55688.5
Illinois,Buncombe,55687
Mississippi,Hamilton,55685
Michigan,Kingston,55677
Florida,"Miami Gardens",55673.4
"South Carolina","Due West",55671
Alabama,Attalla,55671
Michigan,Wyoming,55668.4
Florida,Trenton,55664
Minnesota,Pierz,55658
Pennsylvania,Leetsdale,55656
Ohio,Steubenville,55649
Illinois,Matteson,55648
Kentucky,Hardyville,55646.5
Indiana,Rushville,55638.5
Indiana,Leavenworth,55627
Virginia,Tazewell,55625
Illinois,Bloomington,55623.4
Alabama,Dothan,55614.8
"North Carolina",Topton,55609
Maine,Rumford,55609
Pennsylvania,Carnegie,55601
Michigan,Chesaning,55598.5
Louisiana,Kentwood,55593
Missouri,Kirksville,55592.5
Michigan,Addison,55590
Missouri,Camdenton,55586.5
Nebraska,Gibbon,55585
California,"Dos Palos",55580.5
Florida,"White Springs",55579
Arizona,Pima,55575
Iowa,Albia,55573
Maine,Brewer,55568.5
Tennessee,Milan,55563.7
Georgia,"Tunnel Hill",55561
Minnesota,"Bird Island",55555
Indiana,"Terre Haute",55554.2
Pennsylvania,Girard,55547
Louisiana,Carencro,55546
Pennsylvania,"Oil City",55544
Minnesota,"Lake Park",55543
Washington,Ellensburg,55541.5
"West Virginia",Fairview,55536
Michigan,Hartford,55535
Massachusetts,Chelsea,55533.7
Michigan,Hudsonville,55531
Indiana,Fortville,55520
California,Flournoy,55519
Montana,Laurel,55517
Virginia,"Oak Hall",55516
Indiana,"Rising Sun",55514
Alabama,Clanton,55513
"North Carolina",Washington,55512.5
Wisconsin,Peshtigo,55512
Florida,"Saint Marks",55511
"North Carolina",Beaufort,55510
Wisconsin,"Coon Valley",55505
Virginia,"Fort Blackmore",55502
Minnesota,Henning,55501
Wisconsin,"South Milwaukee",55492.8
Minnesota,Fairmont,55492.5
Pennsylvania,Stowe,55491
Alaska,Kwethluk,55482
"North Carolina",Jacksonville,55469.5
Tennessee,Oakdale,55465
Kentucky,Clarkson,55463
Tennessee,Philadelphia,55463
Ohio,"Warrensville Heights",55461
Oregon,Culver,55461
Ohio,Dover,55460.5
Michigan,"Mt Pleasant",55460
Colorado,"Del Norte",55458
Mississippi,Taylorsville,55458
"South Carolina",Bishopville,55455
Pennsylvania,Newville,55453
Massachusetts,Allston,55446.7
Alabama,Prattville,55433.3
"North Dakota",Mcville,55428.5
Michigan,Holt,55421.5
Ohio,Lewisburg,55421
"North Carolina",Marshville,55420
Kentucky,Southgate,55417
Virginia,Hanover,55408
"South Carolina",Gilbert,55406.5
Texas,Schertz,55404.6
Louisiana,Buras,55399
Michigan,"Oak Park",55395.5
Illinois,Burlington,55391
Oklahoma,Dale,55390
Illinois,Elkville,55387
Pennsylvania,Munhall,55382
Georgia,Glennville,55382
Louisiana,Raceland,55378.2
Washington,"Mtlk Terrace",55372.5
Indiana,Arlington,55369
Georgia,Hephzibah,55369
Georgia,Blackshear,55367
Ohio,Bloomdale,55352.5
Texas,Nordheim,55350
"New Jersey",Runnemede,55350
Oklahoma,Wagoner,55349
"New York",Hinsdale,55347.5
Minnesota,Eveleth,55346.2
Florida,Jacksonville,55344.4
Washington,Pullman,55335
Ohio,Wickliffe,55334.5
"West Virginia",Summersville,55324
Illinois,"Hazel Crest",55322.5
Ohio,Kettering,55318.4
"New York","East Rochester",55308
Tennessee,Jacksom,55308
Texas,O'donnell,55307.5
Missouri,"St. Louis",55297.4
Pennsylvania,Ephrata,55294.7
Illinois,"Pearl City",55288
"New York",Andover,55285
Virginia,Newsoms,55284
Indiana,Decatur,55282
Pennsylvania,Plains,55281.5
Pennsylvania,Eddystone,55277.5
Idaho,Juliaetta,55274
Iowa,"College Springs",55263
Texas,Goodrich,55257.5
Iowa,Afton,55255
Wisconsin,Amery,55247
Pennsylvania,Emporium,55246.7
Oregon,"St Helens",55244.3
Arizona,Cottonwood,55244
Nebraska,Auburn,55241.8
Illinois,Steger,55238
Florida,"Lake City",55237.7
"West Virginia",Chapmanville,55231
"West Virginia",Wheeling,55226.4
Kentucky,Campbellsville,55225.5
Florida,Greenville,55223
Alabama,Perdido,55216
Texas,Goldthwaite,55214
Virginia,Dinwiddie,55213
"North Carolina",Stovall,55213
Missouri,Jonesburg,55212.5
Michigan,"Walled Lake",55204
Oklahoma,Stillwater,55203.2
Georgia,Austell,55200.5
"North Carolina",Fremont,55198
Utah,Monroe,55197.5
Illinois,Strasburg,55190
Pennsylvania,Catasauqua,55188.4
Texas,Bonham,55183
Missouri,"Crystal City",55181.5
Kentucky,Waco,55177
California,"Cathedral City",55176
Washington,Centralia,55172
"West Virginia","Powhatan Point",55164
"New York",Corona,55162.6
Iowa,Cherokee,55162
"New York",Perry,55161
Illinois,"Le Roy",55159
Tennessee,"Sale Creek",55147
"West Virginia",Fairmont,55145.2
"New York",Olean,55145
"New York",Depew,55138
Texas,"Wichita Falls",55137.3
"West Virginia",Athens,55137
Ohio,Athens,55136.8
Alabama,Ashville,55128
Massachusetts,Leominster,55125
Texas,Groesbeck,55117
Illinois,Pekin,55117
California,Indio,55105.8
Pennsylvania,Saltsburg,55101
Indiana,Fairland,55097.5
Michigan,"St Johns",55090
California,"Citrus Heights",55089.8
Florida,Fellsmere,55087
Montana,"Trout Creek",55079
Wisconsin,Greenfield,55079
Missouri,Maplewood,55078
Pennsylvania,Throop,55072
Wisconsin,Superior,55070
Michigan,Sturgis,55067.5
Illinois,Elizabeth,55067
"North Carolina",Sanford,55064.8
Idaho,Council,55062
Georgia,Brunswick,55055.6
Oklahoma,Idabel,55045
"South Dakota",Aberdeen,55044
Oregon,Waldport,55030.5
Texas,Lubbock,55025.3
Oklahoma,Lamont,55023
Nebraska,Indianola,55022
Virginia,Marion,55019
Maine,Waterville,55016.3
"North Carolina",Stedman,55012.5
Pennsylvania,Watsontown,55012
Pennsylvania,Grantville,55012
Ohio,Amanda,55012
Wisconsin,"Wild Rose",55006
Pennsylvania,"Saint Clair",55003
Washington,Dayton,55001
Kentucky,Ashland,55000.3
Idaho,Richfield,54999
Massachusetts,"Hyde Park",54998.5
"New York","Red Creek",54988.5
Alabama,Brookwood,54986
"New York",Cicero,54976
Illinois,Lincoln,54975
Louisiana,Deridder,54974.3
Virginia,"Max Meadows",54972
"South Carolina",Woodruff,54971
Ohio,"New London",54967
Alaska,Tok,54967
"South Dakota",Tabor,54965
Virginia,Stanardsville,54963
Texas,Earth,54963
Wisconsin,Cornell,54961
"New York",Canisteo,54956
Maryland,Lavale,54954.5
"New York",Warsaw,54953
"New Jersey",Lindenwold,54951.3
Minnesota,Virginia,54946
Oklahoma,Copan,54937
Texas,Dayton,54934.7
Virginia,Staunton,54931.7
Texas,Kingsland,54923
Mississippi,Carriere,54916.5
"North Carolina","Pleasant Garden",54916
"New York","Bedford Hills",54908
Florida,"Ponce De Leon",54903.5
Idaho,Mccall,54883
Washington,Sequim,54881.3
Indiana,"New Castle",54880.2
Pennsylvania,Peckville,54876
Virginia,"New Castle",54869.5
"West Virginia",Williamson,54865
"West Virginia",Franklin,54864
Pennsylvania,"West Newton",54860.5
Virginia,Appomattox,54858
Florida,Apalachicola,54845
Texas,"San Juan",54842.8
Pennsylvania,Lebanon,54842.8
Indiana,Hagerstown,54834.5
California,Paramount,54826.4
Georgia,Ailey,54820
Kentucky,Marion,54819
Minnesota,Hancock,54816
Ohio,"New Concord",54814
Georgia,"Warner Robins",54812.5
Ohio,"Middleburg Heights",54810
California,Marina,54805
Ohio,"Saint Marys",54804
"South Dakota",Plankinton,54804
Texas,Jefferson,54797
Virginia,Chincoteague,54787
Minnesota,Isle,54784
Kentucky,Hopkinsville,54776.5
Arizona,"El Mirage",54770.2
Pennsylvania,Weedville,54769
Pennsylvania,Utica,54763
Pennsylvania,Butler,54761.2
Illinois,Taylorville,54757
Pennsylvania,"New Paris",54755
Mississippi,Pinola,54753
Illinois,Toledo,54751.5
Florida,"Fort Meade",54748
Arkansas,Dardanelle,54745
Georgia,Hawkinsville,54743
"South Carolina",Taylors,54738.8
Ohio,Euclid,54736
Maryland,Bladensburg,54732.5
Missouri,Lexington,54729.5
Virginia,Bristol,54727.3
Iowa,"Little Rock",54713
Minnesota,"Sauk Rapids",54707
Alabama,Glencoe,54703
Idaho,"Garden Valley",54702
"North Carolina",Rockwell,54695
Wisconsin,"Fox Lake",54692
"North Carolina",Taylorsville,54685
Ohio,Ravenna,54672.7
"New Mexico","Las Cruces",54668.1
Alabama,Remlap,54667
Illinois,"Mc Leansboro",54664
Minnesota,"North Saint Paul",54662
Pennsylvania,"Sweet Valley",54658
"New Mexico",Central,54657
Iowa,"Fort Dodge",54656.2
Mississippi,Sandhill,54651
Mississippi,"Bay St Louis",54651
Vermont,"White River Junction",54650
Georgia,Chickamauga,54647
Kansas,Hiawatha,54646
Tennessee,Cleveland,54643.7
Wyoming,Laramie,54636.4
Michigan,Bridgeport,54632
Virginia,Ashland,54627
Alabama,Opelika,54626
Tennessee,Watertown,54624
California,Pacoima,54623.7
"West Virginia",Pineville,54618
"New Mexico",Espanola,54608.4
Alabama,Columbiana,54606
California,Hemet,54605.3
California,Bieber,54602
Maine,Sumner,54597
Virginia,Collinsville,54596
Colorado,Akron,54593
Nebraska,Palisade,54591
Wisconsin,"New Holstein",54591
Illinois,Farmington,54590
Colorado,Greeley,54588.8
Georgia,Winder,54583.2
Montana,Gardiner,54582
Oklahoma,Kingfisher,54577
Minnesota,Onamia,54574
"South Dakota",Parkston,54567
Michigan,"Eben Junction",54566
Georgia,Monroe,54562.7
Michigan,Clay,54559
Massachusetts,Fitchburg,54553.2
Missouri,Galena,54552
Iowa,"West Union",54544
Indiana,Francesville,54535.5
Tennessee,Cosby,54523
Missouri,"Excelsior Springs",54507.3
"New York",Adams,54499
California,"Los Banos",54495
California,Yosemite,54485
Texas,Corrigan,54485
Connecticut,Meriden,54483.9
Mississippi,Tupelo,54483.3
Maine,Hiram,54482
Kentucky,Franklin,54481
Georgia,Dalton,54479
Colorado,Salida,54474.5
Texas,Pep,54473
Oregon,"Forest Grove",54467.7
Texas,Seguin,54463.8
Illinois,Rockford,54458.6
Michigan,Winn,54447
Alabama,Moody,54442.5
Mississippi,Belden,54439.7
Michigan,"Mount Clemens",54435.8
Iowa,Atlantic,54432
Iowa,"Council Bluffs",54430.1
"South Carolina",York,54418
