state_name,city,"ROUND(AVG(Mean),1)"
Wisconsin,Verona,105645
Minnesota,"Cottage Grove",105615
Ohio,Tallmadge,105576
Florida,Niceville,105572.7
Wyoming,"Green River",105562
"New York",Holtsville,105422
Massachusetts,Walpole,105385.5
"New Jersey",Voorhees,105380
Maryland,Jefferson,105340
Ohio,Macedonia,105335
California,Herald,105322
Hawaii,"Pearl City",105287.3
Wisconsin,Hudson,105273.3
"New Jersey",Hewitt,105216
Wisconsin,Shorewood,105211
Florida,"Key Largo",105191
Minnesota,Farmington,105163.3
Colorado,"Palmer Lake",105159
Massachusetts,Bellingham,105102
Alaska,"Eagle River",105052
California,Walnut,105040
Wisconsin,Oconomowoc,105027.2
Maryland,"St Michaels",105022
Kentucky,Hebron,105012
Utah,Mapleton,104985
Pennsylvania,Exton,104954
Maryland,Riverdale,104920.3
Hawaii,Kapolei,104894
Washington,"Gig Harbor",104855.3
Illinois,Plainfield,104749.7
Connecticut,Ellington,104743
"New York",Garnerville,104722
California,Tustin,104679.6
Nebraska,Elkhorn,104667
Alabama,Hoover,104628.2
"New York",Manlius,104604
Minnesota,"Ham Lake",104597
Maryland,Hedgesville,104572
Massachusetts,Mattapoisett,104563
Pennsylvania,"Cranberry Twp",104562
Maryland,Gambrills,104516
"Rhode Island",Manville,104505
"New York",Schuylerville,104503
Illinois,Mundelein,104489.5
"New York",Greenvale,104489
Virginia,Montpelier,104461
Georgia,"Powder Springs",104422
California,Rocklin,104416.5
Massachusetts,Marion,104407
Colorado,Centennial,104362.7
California,"Meadow Vista",104362.5
Nebraska,Papillion,104359
"Rhode Island",Slatersville,104342
California,"Fair Oaks",104319.8
Massachusetts,Westminster,104307
"New York",Guilderland,104288.5
Massachusetts,Lee,104263
Colorado,Nederland,104254
"New York",Mineola,104235
"New Jersey",Leonia,104223
Pennsylvania,"Bryn Mawr",104161.5
"New York","Franklin Square",104158
Michigan,"Lake Orion",104105.7
Connecticut,Wethersfield,104092.8
Maryland,Upperco,104085
"New York",Penfield,104059
"New York",Farmingdale,103978.3
"New York","Upper Nyack",103926.5
Texas,Klein,103914
California,Lakewood,103878
Connecticut,Stamford,103863.2
Massachusetts,"Marston Mills",103792
Massachusetts,Westford,103763
"New Jersey","Stone Harbor",103736
Virginia,"Prince George",103732
Pennsylvania,Hatboro,103725
Texas,Spring,103716.9
Florida,Maitland,103710
"New Jersey",Linwood,103676
"New York","Rocky Point",103671.5
Colorado,Wellington,103671
Minnesota,"Saint Michael",103648
"New Jersey","Atlantic Highlands",103614
Iowa,Inwood,103589
"New Jersey","Monroe Township",103569.5
California,Carmel,103464
"New Jersey",Blairstown,103456
Colorado,Frederick,103450.5
Maine,"North Yarmouth",103450
"New York","Deer Park",103292
Connecticut,Prospect,103289
California,"Woodland Hills",103284.5
"New Jersey","East Rutherford",103257
"New York",Rosedale,103247.5
Maryland,"White Marsh",103246
Florida,"Ponte Vedra",103246
"New Hampshire","North Hampton",103240
"New York",Hempstead,103238.3
California,"Hacienda Heights",103234.2
California,Berkeley,103222.1
Florida,Lutz,103176.2
Pennsylvania,"West Pittston",103142
Maryland,Belcamp,103136.2
Pennsylvania,Morrisville,103119
"New York","Port Jefferson Station",103109
Louisiana,Youngsville,103089.5
Kentucky,"Villa Hills",102986
Delaware,Middletown,102971
"New Jersey","New Egypt",102962
Ohio,Hinckley,102898
"New York","Pearl River",102871
Florida,Osprey,102864.7
Massachusetts,"Newton Highlands",102818
Illinois,"Prospect Heights",102807
Colorado,"Castle Rock",102775.3
"New York",Greenlawn,102766
Hawaii,Mililani,102712.5
Washington,Mukilteo,102673.2
Maine,Yarmouth,102660
Wisconsin,Mukwonago,102622
Illinois,"Mt Prospect",102587
Maryland,Randallstown,102541.7
Pennsylvania,"Fort Washington",102511
Tennessee,Collierville,102503.5
Illinois,"St Charles",102471.5
California,Santee,102443.7
Illinois,"Morton Grove",102440
"New Jersey","Highland Park",102411
Ohio,"West Chester",102373.3
Connecticut,Norwalk,102360.4
"New York",Circleville,102332.5
"New York",Uniondale,102260.3
California,Pacifica,102241
Massachusetts,Swampscott,102229
Missouri,Pacific,102151
"New York","Slate Hill",102148
Texas,Comfort,102139
"New York",Florida,102131
"New York","North Bellmore",102068.2
California,Loomis,102063.2
Massachusetts,"West Roxbury",102057.2
Wisconsin,Mondovi,102051
Michigan,Troy,102044
"New York","Ballston Lake",102028.7
Delaware,Bear,102027
Missouri,Kearney,102024
"New Jersey",Sewell,101991.8
Colorado,Yampa,101933
"New York","East Patchogue",101902
Ohio,Loveland,101884
"New Jersey",Freehold,101875
Alaska,Haines,101864
"New Jersey","West Long Branch",101849
Ohio,Elida,101801
Pennsylvania,Conshohocken,101764.5
Illinois,Palatine,101739
"New Jersey",Wall,101721
Illinois,"New Lenox",101691.3
Washington,Bothell,101648.2
Maryland,Gaithersburg,101604.9
"New Jersey",Aberdeen,101598
California,"Daly City",101587.6
California,"San Carlos",101562
Washington,"Black Diamond",101556.5
"New Jersey",Montclair,101554.5
Connecticut,Southington,101548.5
"South Carolina","Fort Mill",101547
Washington,"Lake Tapps",101534
Massachusetts,"North Grafton",101513
California,"La Crescenta",101494.3
California,"Pacific Grove",101456.7
"New Jersey","Medford Lakes",101424.5
Idaho,Irwin,101415.5
Texas,Crawford,101371
Tennessee,"Signal Mtn",101355
Ohio,"Plain City",101306
Pennsylvania,Havertown,101262.5
Maryland,"Rising Sun",101261
"New York","East Islip",101259
Michigan,Pinckney,101224
Florida,"De Leon Springs",101198
Wisconsin,Suamico,101193
"New York","Forest Hills",101185.5
California,Bonita,101129
"New Jersey",Oceanport,101124
Illinois,Sherman,101116
Kentucky,Edgewood,101092
Florida,Davie,101066
Michigan,"Commerce Township",101058.5
"New Jersey",Maywood,101057
"New Jersey","Sea Girt",101032
Arizona,Gilbert,101024.6
"New York",Bayport,101016
Nevada,Verdi,101010
Illinois,Mokena,100967
Connecticut,Thomaston,100950
Indiana,Hebron,100910
"North Dakota",Lincoln,100896
Washington,"Lake Forest Park",100887.5
Wisconsin,"Black Earth",100887
Iowa,"West Des Moines",100885.4
Michigan,"Grosse Pointe Woods",100878.8
California,"San Francisco",100856.9
Connecticut,Orange,100847.5
Illinois,Ringwood,100826
"New York",Levittown,100821.8
"New Jersey","Pine Beach",100817
"New York",Coram,100813
Minnesota,Woodbury,100807.4
Michigan,Canton,100790.7
"New Jersey",Hawthorne,100765.5
Minnesota,"Prior Lake",100751
Pennsylvania,"West Chester",100704.9
Maryland,Williamsport,100689
"New Hampshire",Fremont,100683
Pennsylvania,Eagleville,100679
Tennessee,Arlington,100669.3
Pennsylvania,Oreland,100669
Illinois,"Buffalo Grove",100643
California,"San Jose",100633.9
Maryland,Lusby,100615
Connecticut,"New Milford",100612
Pennsylvania,Trappe,100591.5
Texas,"The Colony",100562
Iowa,Leclaire,100527
"New Jersey",Hope,100525
"New York",Williamsville,100516
"New York","Islip Terrace",100513
California,Yountville,100464
"North Carolina",Denver,100443.3
Arizona,"Queen Creek",100441
Michigan,"Beverly Hills",100432.5
"New York",Greenport,100363
"North Carolina",Matthews,100287.2
Virginia,Manassas,100282.8
"New York",Manorville,100244
"South Carolina",Chapin,100239
Florida,Destin,100225.7
Michigan,Lakeland,100197.7
Virginia,"Locust Grove",100197
"New Jersey","Greystone Park",100179
California,Carlsbad,100168.7
"New Jersey",Sergeantsville,100120
Texas,Jewett,100110
Virginia,Spotsylvania,100085
"New Jersey",Eatontown,99944
Texas,"Bridge City",99902
California,"Trabuco Canyon",99883
California,Venice,99863.3
California,Placentia,99860.2
Pennsylvania,"Clifton Heights",99849
Pennsylvania,Downingtown,99807.4
Pennsylvania,Dresher,99792.5
"New Jersey",Piscataway,99771.8
Maryland,Laurel,99771.2
Utah,"Cedar Hills",99769
"New Jersey",Flanders,99713
Illinois,"Gages Lake",99712
Georgia,Dacula,99681.5
"New Jersey","Wood  Ridge",99678.3
Georgia,Canton,99625.8
"New York",Rexford,99616
Arkansas,Centerton,99608
Virginia,Purcellville,99584
Alabama,"Pike Road",99568
"New Hampshire",Kingston,99536
Georgia,Roswell,99487.8
"New York","New Fairfield",99464
Michigan,Northville,99461
Wisconsin,"Whitefish Bay",99451
Connecticut,Waterford,99437
"North Carolina","Chapel Hill",99427.4
California,"Fountain Valley",99421.8
California,"Huntington Beach",99406.1
Maryland,"Silver Spring",99404.5
Massachusetts,Middleton,99395
Tennessee,"Oliver Springs",99353
Wisconsin,Hartland,99297
Missouri,Ellisville,99296
"New York",Falconer,99202
Hawaii,Hauula,99159
Washington,Snoqualmie,99141
Maryland,Elkridge,99126.8
Ohio,Dublin,99114.5
"New York",Coeymans,99090
"New York","Long Beach",99089
California,"Dana Point",99085
"New Jersey",Nutley,99066
Minnesota,Zimmerman,99040
"New Jersey",Somerset,99006.7
"New Hampshire",Meriden,98971
Maryland,"Owings Mills",98944.7
"New York",Ronkonkoma,98927
"New Jersey",Hopatcong,98921.5
Massachusetts,Lunenburg,98918
Colorado,Timnath,98874
Georgia,Grayson,98846
Texas,"League City",98822.3
Connecticut,Middlefield,98817
Florida,"Palm City",98816
Connecticut,Branford,98804.5
California,"Alta Loma",98738.2
Pennsylvania,Wayne,98671.4
Alaska,"North Pole",98668
"New York",Baldwin,98643
California,Albany,98633
"New York",Crompond,98626
Alaska,Tatitlek,98618
Colorado,Firestone,98615
Texas,Nemo,98559
Florida,"South Miami",98551.2
Illinois,"Hoffman Estates",98518.7
Colorado,Basalt,98517
Maryland,Pasadena,98516.8
Pennsylvania,Chalfont,98509
Minnesota,Mahtomedi,98490.7
"North Carolina",Gibsonville,98478
"New York","New Rochelle",98464.6
Maryland,Linthicum,98451.5
Illinois,Chillicothe,98302
Connecticut,Woodstock,98298
Wyoming,Wright,98281
Texas,Wylie,98277.5
"South Carolina",Pauline,98277
Massachusetts,Swansea,98261
Connecticut,Brooklyn,98207
Indiana,Pittsboro,98203
"New Jersey",Avalon,98199.5
"New York",Waterford,98166
"New Jersey",Manahawkin,98119
Michigan,"Grosse Pointe Park",98088
Massachusetts,Wrentham,98077
Texas,Wimberley,98072
"North Dakota",Ray,98070
"New York",Mattituck,98059
"New York",Victor,98057
"New York",Remsenburg,98036
Illinois,Batavia,98022
Ohio,"University Hts",98021
"New Hampshire",Strafford,97931
Wisconsin,Mequon,97883.2
"North Carolina",Huntersville,97866.8
California,Vacaville,97866
"New York",Voorheesville,97856.5
Alabama,Madison,97847.8
Tennessee,Ooltewah,97820
Ohio,"Liberty Township",97801
Wisconsin,Sobieski,97791
Connecticut,"South Windsor",97767.3
Texas,Mckinney,97735.3
Virginia,"Locust Hill",97580
Minnesota,"Saint Louis Park",97554.8
Massachusetts,Tewksbury,97553.5
Illinois,"Poplar Grove",97550
California,Encino,97549.4
Connecticut,"North Haven",97518
"New Hampshire",Canaan,97511
Maryland,Pylesville,97496
Indiana,Fishers,97489.7
Maryland,Walkersville,97474.5
Illinois,"La Grange Highlands",97459
Virginia,Stafford,97442.4
Massachusetts,Mashpee,97436
Utah,"East Layton",97409
Minnesota,Centerville,97401
Illinois,Shorewood,97396
Illinois,Huntley,97371
Illinois,"Palos Heights",97324
"New York","Center Moriches",97272
"New York",Mamaroneck,97258.3
Washington,"Lake Stevens",97246.8
Texas,Bellaire,97232
Minnesota,Monticello,97228
Connecticut,Guilford,97220.3
California,Chester,97160.5
Vermont,Addison,97158
Pennsylvania,Moscow,97156
"New Jersey",Blackwood,97140
Massachusetts,"Jamaica Plain",97116.5
Connecticut,Seymour,97053
Nevada,Carlin,97039
Colorado,"Greenwood Village",96984
"Rhode Island",Lincoln,96984
California,"Castro Valley",96963.8
Colorado,Berthoud,96932.5
Massachusetts,"Chestnut Hill",96915.7
"New Jersey",Dumont,96876.3
California,Riverbank,96840.5
Maryland,Annapolis,96814.9
Arkansas,Sonora,96791
Utah,"West Bountiful",96768
"New York","West Babylon",96767.3
Vermont,"Underhill Center",96753
California,"Los Alamitos",96732
"New York","Hastings On Hudson",96713
Illinois,Roselle,96686
"North Carolina",Advance,96650
"New Jersey",Palmyra,96638
Oklahoma,Bixby,96586
California,"Diamond Bar",96565
Connecticut,"Mansfield Center",96539
Oregon,Scio,96536
"New Jersey",Parsippany,96535
"New Jersey","Brick Town",96523.4
Maryland,Aberdeen,96480
Michigan,"New Hudson",96474
Maryland,Keymar,96430
"New York","Old Forge",96425
Florida,Weston,96359.7
Oklahoma,"Elk City",96349
Minnesota,Eagan,96300.9
Connecticut,Morris,96296
Ohio,"Lakeside Marblehead",96229
"New Jersey","Pompton Lakes",96207
Kansas,Fontana,96186
California,Napa,96176.9
"New Hampshire","New London",96158
Colorado,Johnstown,96140
Missouri,Kirkwood,96131.7
Illinois,Schaumburg,96091.6
Alaska,Nome,96042
Illinois,"Homer Glen",95968
Oregon,"Lake Oswego",95924.2
Massachusetts,Winthrop,95898.2
"New York","North Merrick",95895
California,Avery,95870.7
"North Dakota",Thompson,95840.5
"New Hampshire",Sandown,95817
"South Carolina","St. Helena",95815
"New York","Howard Beach",95806
Washington,Edmonds,95805
Illinois,Elmhurst,95734
Hawaii,Haiku,95718
Pennsylvania,"Green Lane",95675
Alaska,Healy,95667
Texas,"Falls City",95666
Iowa,Peosta,95661
Massachusetts,Barre,95647
Colorado,Minturn,95599
"New York","East Amherst",95585
Missouri,Fenton,95576.3
"New Jersey",Kenilworth,95555
"New Jersey",Hamburg,95543
Minnesota,"Saint Clair",95543
California,"Pismo Beach",95542
Massachusetts,Braintree,95531.2
"New Jersey",Union,95509.8
Massachusetts,Dedham,95495
California,"Granada Hills",95490
"Rhode Island","North Kingstown",95488.7
California,Roseville,95488.6
Georgia,Bonaire,95423
Minnesota,Ramsey,95414
"New Jersey",Vernon,95392.3
Massachusetts,Woburn,95390
Connecticut,"North Windham",95375
Texas,Desoto,95369.2
Iowa,"Long Grove",95360
California,"San Gabriel",95248
Kansas,Louisburg,95248
California,Jamul,95223
Wisconsin,Greendale,95200
California,"Morgan Hill",95157.8
Ohio,Madeira,95136
California,Coalinga,95126
"New York","Floral Park",95086
California,"South San Francisco",95084.2
Connecticut,Hamden,95057.2
Minnesota,"Saint Anthony",95051
Massachusetts,Stoughton,95042.5
Massachusetts,Hanson,95041.5
Tennessee,Oakland,95040
Arkansas,"White Hall",95008
Washington,Edgewood,94985
Kentucky,Alexandria,94952
Alaska,Girdwood,94928
Illinois,Wheaton,94858.9
Montana,Colstrip,94853
Texas,"Dripping Springs",94838
Massachusetts,Cohasset,94831
California,Folsom,94830.2
Ohio,Wyoming,94805
"North Carolina",Harrisburg,94798
Iowa,"Lake Park",94797
Indiana,"Battle Ground",94781
"New York",Calverton,94753
Texas,"Missouri City",94731.5
Virginia,Powhatan,94716.5
Minnesota,"Maple Grove",94712.6
Illinois,Washington,94694.3
Minnesota,Cedar,94692.3
California,"La Mirada",94684
Florida,"Lake Mary",94623.8
Pennsylvania,Chinchilla,94577
Maryland,Towson,94547.7
"New Jersey",Cinnaminson,94544
Massachusetts,Raynham,94539
California,"Newport Beach",94533
"New Jersey",Sewaren,94519
Indiana,Avon,94480.7
Pennsylvania,Gibsonia,94455
Maine,Raymond,94442
Texas,Pearland,94416.8
Connecticut,Groton,94408.6
California,Torrance,94377.9
Virginia,"Manassas Park",94371
"New Jersey",Wanaque,94371
Kansas,"Bonner Springs",94312
Indiana,Chesterton,94306.5
Alaska,Barrow,94285
Florida,"Hobe Sound",94255.2
"West Virginia",Shepherdstown,94243
California,Lakeside,94236
Maryland,Crofton,94206
Wyoming,Pinedale,94204
Massachusetts,Forestdale,94191
Colorado,Parker,94175.3
Delaware,"Rehoboth Beach",94149.5
"North Carolina",Lewisville,94149.3
"New Jersey","Mount Ephraim",94124
Georgia,Woodstock,94119.6
"South Dakota",Estelline,94107
Illinois,"Beach Park",94101
California,Irvine,94079.9
"New Jersey",Matawan,94075.7
"New Hampshire",Salem,94065.3
Virginia,Chester,94048
Texas,Boerne,94028
Arizona,"Cave Creek",94018.4
California,Cool,93996
Michigan,Brighton,93994.7
"New York",Webster,93991.6
Colorado,Golden,93989.4
Hawaii,Kaneohe,93982.2
Ohio,Centerville,93957.4
Massachusetts,Nantucket,93951.2
Virginia,Seaford,93939
Oregon,Newberg,93936.5
California,"Lake Forest",93905
Washington,Cowiche,93859
"New Jersey","New Milford",93802.5
Massachusetts,Newburyport,93792
Maryland,Lutherville,93779
Nebraska,Bennet,93771
Utah,Lindon,93769
California,"Canyon Country",93745
California,Pacomia,93735
"New Jersey",Jackson,93717.2
Pennsylvania,"Boiling Springs",93694
Alabama,Helena,93682
Texas,"Cedar Park",93659.2
Utah,Sandy,93644.7
"New Jersey",Denville,93631
Florida,Parrish,93573
Wisconsin,"New Berlin",93562.2
Connecticut,"Washington Depot",93538.5
Illinois,Sycamore,93525
Pennsylvania,Broomall,93508.3
"New York","West Harrison",93490
Michigan,Plymouth,93479
Iowa,"Goose Lake",93468
Wisconsin,Pewaukee,93458
Massachusetts,Methuen,93444.7
Texas,"Cedar Hill",93435
Connecticut,Winsted,93433
Michigan,Fenton,93412
Maryland,Odenton,93403.5
Connecticut,Lebanon,93388
Alaska,Anderson,93374
"New Jersey",Kearny,93349.8
Utah,Centerville,93343
"New Jersey",Pitman,93342.5
Maine,Scarborough,93335
Illinois,Polo,93308
Maryland,Frederick,93294.2
"New Jersey","Laurence Harbor",93282
Virginia,Cloverdale,93274
"New York","North Babylon",93256
Pennsylvania,Pennsburg,93255
Colorado,Boulder,93236.5
California,"Valley Springs",93225
Oregon,Silverton,93210
Pennsylvania,"North Huntingdon",93195
Texas,"Harker Heights",93192
Wisconsin,Prescott,93177
"New York",Amityville,93164.7
"New York","South Glens Falls",93161
Pennsylvania,"New Britain",93118.5
"New York",Fayetteville,93116
Illinois,"Oak Park",93085.3
Ohio,Broadview,93070
"Rhode Island",Portsmouth,93070
Massachusetts,Easthampton,93036.5
Texas,Bellville,93033
Ohio,Westerville,93012.2
Georgia,Senoia,92982
"Rhode Island",Westerly,92978.2
Wisconsin,Greenville,92969
Minnesota,Champlin,92954.5
Indiana,Culver,92938
"New York","Glen Cove",92934.5
Massachusetts,Avon,92888.5
Minnesota,"New Hope",92885.2
Illinois,Countryside,92874.5
Maryland,Newburg,92871
Florida,"Jensen Beach",92834
Alaska,Palmer,92824
California,Lomita,92814.7
California,"Santa Clarita",92791
"New Jersey","Mays Landing",92791
Ohio,Miamitown,92776
Minnesota,"Clear Lake",92756.5
"New Jersey","Point Pleasant",92749
Illinois,"Fox River Grove",92731.5
Colorado,Littleton,92676.9
"New York","Cambria Heights",92669.7
Pennsylvania,Warminster,92660.5
Minnesota,Delano,92660
Texas,Friendswood,92604.4
Iowa,"De Witt",92570
Oregon,Beavercreek,92534
"New York","Red Hook",92491.5
Iowa,Bettendorf,92486
"North Dakota",Sterling,92457
Illinois,"Maple Park",92455
